,word,pos,countentries,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14
113,insolence,n,5,arrogance,instance/piece of,rejoicing/exultation,impudence,impudent person,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386,1491,1595,1668,1741,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,intense,aj,5,zealously enthusiastic,indicating deep emotion,feeling/susceptible to intense emotion,in state of tension,nervous/easily agitated,NA,NA,NA,NA,NA,NA,NA,NA,NA,1645,1684,1817,1817,1817,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,irksome,aj,5,affected by weariness/tedium,full of detestation/loathing/disgust,annoying/vexatious,wearisome/tedious,loathsome/detestable,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,1440,1513,1513,1513,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,jollity,n,5,quality/condition of being merry,pleasure,presumption,gallantry,jest/pleasantry,NA,NA,NA,NA,NA,NA,NA,NA,NA,1310,1330,1340,1540,1581,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,joy,vt,5,make joyful/delighted,take pleasure in/enjoy,take joy/delight in,rejoice over/at,convert into joy,NA,NA,NA,NA,NA,NA,NA,NA,NA,1303,1320,1320,1602,1645,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,kill,vt,5,with irresistible force,cause anguish to/torment,give thrill of pleasurable excitement to,overcome with pleasure,convulse with laughter,NA,NA,NA,NA,NA,NA,NA,NA,NA,1634,1800,1938,1938,1938,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,languor,n,5,suffering,mental anguish/torment,feeling of weariness/tedium,state/quality of being wearisome/tedious,gentleness of emotion,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1300,1596,1741,1751,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,love,n,5,loved one,one who is loved/a sweetheart,instance of being in love,god/goddess of love,source of pleasure,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225,1225,1561,1594,1814,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,love < lufu,n,5,love,as an abstract principle,liking/favourable regard,instance of affection,amorous love,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,melting,aj,5,moved by,making sensitive/tender,tender,that softens the heart,exciting pity,NA,NA,NA,NA,NA,NA,NA,NA,NA,1565,1593,1593,1593,1593,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,miserable,aj,5,of conditions/events,exciting pity,pitying/compassionate,miserable,annoying/vexatious,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,1552,1584,1591,1850,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,move,vt,5,affect with emotion,upset/perturb,affect with pity,cause/give rise to an emotion,make angry,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1300,1300,1324,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,nerve,n,5,nerves,courage,nervous excitement,nerve,a fit of nervousness,NA,NA,NA,NA,NA,NA,NA,NA,NA,1601,1601,1778,1809,1815,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,offence,n,5,displeasure,indignation/resentment,act of displeasing,that which is unpleasant,unpleasantness,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374,1374,1386,1425,1596,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,pathetically,av,5,in manner affecting/causing emotion(s),with passion,so as to express emotion,in manner affecting tender emotions,pitiably,NA,NA,NA,NA,NA,NA,NA,NA,NA,1592,1593,1681,1739,1739,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,pet,n,5,spoilt child,fit of,favourite/pet,terms of endearment,one who is petted/a pet,NA,NA,NA,NA,NA,NA,NA,NA,NA,1509,1590,1720,1767,1826,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,pleasance,n,5,pleasure,quality of being pleasant/pleasurable,source of pleasure,a jest/joke,instance of,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374,1386,1485,1681,1681,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,pleasing,n,5,pleasure,contentment/satisfaction,source of pleasure,quality of being pleasant/pleasurable,action/fact of giving pleasure,NA,NA,NA,NA,NA,NA,NA,NA,NA,1362,1362,1386,1581,1895,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,quarrel,n,5,a grudge,hostility resulting from ground of complaint,instance/act of lamenting,quarrel/falling out,dislike,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340,1340,1400,1566,1579,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,rage,vi,5,be affected with violent emotion,speak angrily,be/become furious/rage,rage (of the passions),be under poetic inspiration,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1300,1300,1521,1611,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,rankle,vi,5,arouse indignation/resentment,fester (of bitter feeling),be/become irritated,be painful/distressing to a person,cause sour/bitter feelings,NA,NA,NA,NA,NA,NA,NA,NA,NA,1449,1508,1582,1735,1735,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,rapture,n,5,instance of,rapture/ecstasy,fit of violent emotion,instance/fit of furious anger,fit of violent emotion,NA,NA,NA,NA,NA,NA,NA,NA,NA,1594,1598,1607,1607,1795,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,regret,n,5,lamentation/expression of grief,regret,remorse,sorrow caused by loss,intimation of,NA,NA,NA,NA,NA,NA,NA,NA,NA,1533,1534,1539,1647,1851,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,rue,vi,5,feel compassion,feel remorse,be discontented,feel sorrow/grief,regret,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1374,1374,1400,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,rueful,aj,5,affecting the emotions,lamenting/expressing grief,lamentable,pitying/compassionate,exciting pity,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225,1225,1225,1225,1225,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,ruffling,aj,5,specifically of conduct,ostentatious,arrogant,specifically of persons,annoying/vexatious,NA,NA,NA,NA,NA,NA,NA,NA,NA,1531,1531,1543,1543,1680,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,ruth,n,5,compassion,cause of sorrow,a matter for regret,sorrow/grief,lamentation/expression of grief,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175,1200,1200,1205,1205,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,sadly,av,5,calmly,sorrowfully,seriously/solemnly,lamentably,regrettably,NA,NA,NA,NA,NA,NA,NA,NA,NA,1330,1350,1350,1655,1931,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,sassy,aj,5,impudent,impudent in speech/of speech,self-confident,causing anger,conceited,NA,NA,NA,NA,NA,NA,NA,NA,NA,1833,1833,1880,1908,1908,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,sensation,n,5,an emotion,sensitiveness/tenderness,public excitement,strong,excitement,NA,NA,NA,NA,NA,NA,NA,NA,NA,1674,1742,1765,1807,1807,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,sensibility,n,5,sensitiveness/tenderness,emotional perception,capacity for refined emotion,touchiness,distinguished from cognition and will,NA,NA,NA,NA,NA,NA,NA,NA,NA,1609,1634,1756,1769,1838,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,sentimental,aj,5,sensitive/tender-hearted,pertaining to the emotions,arising from refined emotion,expressive of tender emotions,sentimental,NA,NA,NA,NA,NA,NA,NA,NA,NA,1749,1752,1760,1762,1823,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,shamefastness,n,5,sense of shame/decency,shyness/bashfulness,personified,shamelessness,feeling of shame,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1200,1509,1589,1646,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,smile,vt,5,bring into a condition by smiling,answer/repeat by smiling,express/bestow with a smile,dismiss/overcome by smiling,give a smile,NA,NA,NA,NA,NA,NA,NA,NA,NA,1588,1621,1646,1760,1837,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,smite,vt,5,strike with emotion,of the heart/conscience,upset/perturb,favourably,inflame with love/desire,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1381,1470,1663,1663,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,sober,aj,5,of appearance/demeanour,serious/solemn,unexcitable,modest,not amusing/entertaining,NA,NA,NA,NA,NA,NA,NA,NA,NA,1350,1400,1564,1659,1838,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,sour,aj,5,unpleasant,sour/bitter,rendered/made sour,displeased,expressing/implying,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1225,1340,1440,1440,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,spite,n,5,a matter for regret,act of hostility,cause of annoyance/vexation,state of annoyance/vexation,state of feeling/mood,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1400,1577,1586,1723,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,splendid,aj,5,splendid/magnificent,imposing,extremely,dignified,haughty/disdainful,NA,NA,NA,NA,NA,NA,NA,NA,NA,1624,1653,1658,1833,1833,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,sport,n,5,a jest/joke,act/instance of amorous caressing,merriment,jest/pleasantry,familiar form of address,NA,NA,NA,NA,NA,NA,NA,NA,NA,1450,1450,1671,1671,1923,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,stately,aj,5,splendid/magnificent,arrogant,specifically of movement,haughty/disdainful,dignified,NA,NA,NA,NA,NA,NA,NA,NA,NA,1385,1440,1536,1579,1724,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,stout,aj,5,proud,terrible,horrifying,bold in battle,stout,NA,NA,NA,NA,NA,NA,NA,NA,NA,1315,1338,1338,1400,1508,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,swell,vi,5,show anger,behave proudly,rise up,rising/swelling,swell with pride,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,1250,1386,1386,1386,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,take,vt,5,hold/entertain/cherish (a feeling),endure patiently,suffer mental pain,bear with/tolerate,make joyful/delighted,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1200,1200,1470,1553,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,tender,aj,5,tender,beloved/dear,sensitive/tender-hearted,touchy,affecting the emotions,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1450,1586,1635,1705,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,terror,n,5,terror,quality of terribleness,one who/that which terrifies,one causing,nursery bugbear,NA,NA,NA,NA,NA,NA,NA,NA,NA,1375,1499,1499,1876,1883,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,thrill,n,5,sudden access of emotion,trembling with emotion,thrill of,quality,experience/incident,NA,NA,NA,NA,NA,NA,NA,NA,NA,1680,1680,1680,1891,1936,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,ugliness,n,5,loathing/detestation,horror,object of detestation (person/thing),quality of being horrible,ill-naturedness,NA,NA,NA,NA,NA,NA,NA,NA,NA,1325,1325,1587,1587,1889,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,uppish,aj,5,elated,characterized by/characteristic of,touchy,pretending to superiority,pert/brash,NA,NA,NA,NA,NA,NA,NA,NA,NA,1704,1734,1778,1789,1841,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,wail,n,5,by wailing,wailing,state/condition of,cry of grief,instance/act of lamenting,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1400,1682,1863,1867,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,warmth,n,5,zeal/enthusiasm,ardour/fervour,heated state approaching anger,angry speech,pleasurable excitement,NA,NA,NA,NA,NA,NA,NA,NA,NA,1596,1596,1710,1710,1749,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,wild,aj,5,violent (of emotions),of game,furiously angry,affected by violent emotion,having a timid expression,NA,NA,NA,NA,NA,NA,NA,NA,NA,1594,1594,1653,1868,1887,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,wlanc,aj,5,elated with pride,proud/spirited,impudent,high-spirited,brave/bold,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,worry,vt,5,kiss/hug vehemently,kiss/hug vehemently,harass,cause worry to,worry about,NA,NA,NA,NA,NA,NA,NA,NA,NA,1611,1611,1671,1822,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,yipe(s),in,5,exclamation of excitement,expression of dismay,expression of fear,exclamation of alarm,exclamation of dismay,NA,NA,NA,NA,NA,NA,NA,NA,NA,1955,1955,1955,1955,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,abelgan,vt,4,cause mental pain/suffering to,annoy/vex,swell with rage,make angry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,affect,n,4,emotion,state of feeling/mood,affection,emotion in psychology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374,1374,1440,1891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,affectually,av,4,sincerely,zealous enthusiasm,affectionately,in manner affecting/causing emotion(s),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1425,1425,1447,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,agitate,vt,4,excite,upset/perturb,cause nervous excitement/agitate,stir up (a multitude),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1586,1586,1822,1822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,alar(u)m,vt,4,cause nervous excitement/agitate,disturb/excite by prospect of danger,arouse to sense of danger,alarm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1650,1650,1651,1653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,amoret,n,4,knot/bow of ribbon used as love-token,specifically a female sweetheart/girlfriend,love-sonnet/-song,god/goddess of love,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1400,1590,1598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,amoretto,n,4,love-sonnet/-song,instance of coquetry,one who loves/a lover,god/goddess of love,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1596,1646,1654,1873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,anger,n,4,suffering,(a) cause of mental pain/suffering,anger,discontent with prevailing state of affairs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,1250,1375,1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,appease,vt,4,make calm,relieve (suffering),a desire/appetite,person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374,1374,1548,1561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,audacious,aj,4,daring,recklessly daring,impudent,inspiring boldness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1550,1550,1591,1625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,bashful,aj,4,shy/bashful,dismayed,shaming,characterized by shyness/bashfulness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1548,1552,1559,1595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,bewail,vt,4,lament the death of,bewail,lament/express grief for,suffer sorrow for loss of,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1300,1374,1795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,bitterness,n,4,bitterness of heart,that which is bitter,sourness/bitterness of temper,hatred,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,1382,1382,1382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,blasé,aj,4,specifically by enjoyment,specifically through repetition,unimpressed,haughty/disdainful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1819,1930,1930,1930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,blithe,n,4,mercy,joy/gladness/delight,cheerfulness,cheerful person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1325,1420,1420,1548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,bore,n,4,fit of,one who is indifferent,tedious/dull thing/activity,tedious/dull person,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1766,1766,1778,1812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,brag,n,4,boasting/boastfulness,(an) ostentatious display,object/occasion of boasting,boaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1360,1494,1538,1671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,brag,vt,4,utter boastfully,intimidate/bully,boast of,overawe by boasting,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1563,1584,1588,1876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,charity,n,4,man's love of god and his neighbour,divine/celestial love,love,christian love of fellow men,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175,1200,1225,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,cheer,n,4,state of feeling/mood,demeanour/appearance,merriment,consolation/relief,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1300,1392,1549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,cheer,vi,4,become cheerful/cheer up,manifest emotion,be consoled/relieved,shout for joy/cheer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1553,1577,1596,1804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,comfort,vt,4,strengthen morally,relieve (suffering),please/give pleasure to,console/relieve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1290,1297,1303,1389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,complacency,n,4,contentment/satisfaction,self-satisfaction,complacency,pleasure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1643,1650,1650,1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,condolement,n,4,lamentation/expression of grief,tangible,outward expression of,formal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1602,1608,1656,1670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,condolency,n,4,sympathy,quality of,outward expression of,formal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1622,1645,1668,1821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,confidence,n,4,bravery/boldness,confidence,confiding of private/secret matters,excessive self-confidence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1526,1526,1592,1594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,consolation,n,4,state of being consoled/relieved,consolation/relief,consoling/relieving,act/means/source of consolation/relief,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1374,1374,1374,1400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,cooling,n,4,making cold,action of calming,becoming cold,restoration to composure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1588,1588,1640,1640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,dear,aj,4,of things,used to a loved one,sincere,affectionate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175,1250,1588,1602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,discontent,n,4,displeasure,discontent/dissatisfaction,discontented person,cause of indignation/resentment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1579,1585,1596,1605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,disgust,n,4,disgust,loathing/detestation,expression of disgust,cause of annoyance/vexation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1611,1611,1634,1654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,disoblige,vt,4,excite to indignation/resentment,quarrel/fall at variance with,annoy/vex,cause to,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1632,1647,1668,1716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,dole,n,4,(a) cause of mental pain/suffering,sorrow/grief,lamentation/expression of grief,weeping,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1290,1290,1290,1290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,dolour,n,4,lamentation/expression of grief,cause of sorrow,sorrow/grief,indignation/resentment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1320,1330,1400,1609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,dread,vt,4,be in awe of a person/thing,terrify,be terrified of,be nervous/uneasy (about),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175,1250,1300,1547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,dreadful,aj,4,full of awe,terrified,terrible,religious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1225,1250,1250,1325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,drearily,av,4,in manner causing mental pain/suffering,in a gloomy/depressing manner,in wearisome/tedious manner,in wearisome/tedious manner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1400,1579,1579,1891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,egeful,aj,4,fearful,expressing fear,timid,awe-inspiring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,elation,n,4,state of being elated with pride,proud action,elation,exuberant outburst,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386,1630,1750,1870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,endearment,n,4,debt of gratitude,action of endearing,instance of caressing,affection,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1628,1663,1702,1709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,endure,vt,4,suffer mental pain,make hard/callous,endure patiently,encourage/embolden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340,1382,1475,1483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,enjoy,vt,4,take pleasure in/enjoy,take joy/delight in,please/give pleasure to,suffer mental pain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1462,1462,1484,1577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,exalted,aj,4,intense,inspired,affected by,enraptured/ecstatic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1704,1712,1712,1712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,fastidious,aj,4,haughty/disdainful,unpleasant,disgusted,full of detestation/loathing/disgust,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1440,1531,1534,1534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,favour,n,4,liking/favourable regard,favourite/pet,expression/token of affection,love-token/love-gift,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340,1387,1588,1588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,feared,aj,4,fearful,timid,apprehensive,frightening,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1300,1440,1599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,fell,aj,4,merciless,sturdily courageous,terrible,furiously angry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,1300,1324,1381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,fiery,aj,4,ardent/fervent,high-spirited,irascible (of person),of the eyes/face,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1385,1385,1539,1568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,flame,n,4,a burning feeling of passion,(of love) a flame/burning passion,ardour/fervour,object on which love is centred,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340,1340,1548,1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,flame,vi,4,burn with passion,be envious,burn (of passion),burn/boil with anger,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1377,1548,1591,1681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,flashy,aj,4,impetuous,specifically of persons,vain,ostentatious,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1632,1687,1704,1801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,flush,vt,4,inflame (with) passion,excite,inflame with pride,encourage/embolden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1633,1633,1633,1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,fretful,aj,4,annoying/vexatious,peevish,worried,causing worry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1593,1602,1737,1737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,frightful,aj,4,terrified,frightened by an alarm,timid,alarming,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,1250,1250,1607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,game,n,4,act/instance of amorous caressing,lack of seriousness,a jest/joke,spirit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1230,1250,1626,1747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,gedefe,aj,4,unexcitable,meek/mild,pleasant,serious/solemn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,girn,vi,4,peevishly/querulously,draw back lips in anger,be/become peevish,grin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1375,1375,1375,1552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,glad,aj,4,borne with cheerfulness,pleasant,suggestive of joy/delight (of inanimate nature),joyful/delighted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1386,1586,1667,1799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,glad < glæd,aj,4,of disposition/mind/heart,joyful at/on account of something,expressive of joy (of looks/actions),cheerful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,650,650,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,gladsome,aj,4,expressive of joy (of looks/actions),causing joy/delight,of disposition/mind/heart,suggestive of joy/delight (of inanimate nature),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1375,1386,1410,1513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
